imdb_id,title,genres,tagline,overview
tt0109424,Chungking Express,"['Drama', 'Comedy', 'Romance']",What a difference a day makes,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life."
tt0114808,The Star Maker,"['Drama', 'Romance']","In the golden age of cinema, everyone dreams of becoming a star. One man promises to make all their dreams come true...",The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome.
tt0116324,Flirting with Disaster,"['Comedy', 'Romance']","A comedy about sex, love, family and other accidents waiting to happen.","Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins)."
tt0110647,The Neverending Story III: Escape from Fantasia,['Fantasy'],It's a brand new beginning in the adventure that never ends,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
tt0110217,Jupiter's Wife,[],A Haunting Real Life Mystery,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.
 - Written by James Meek"
tt0114131,Pie in the Sky,"['Comedy', 'Romance']",The only thing that stands in the way of fate and true love is a little traffic.,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.
tt0113107,Frankie Starlight,"['Drama', 'Romance', 'War']",Sometimes the brightest star is the one that shines within.,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.
tt0113451,Jade,"['Action', 'Thriller', 'Mystery', 'Romance']",Some fantasies go too far.,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case."
tt0116130,Down Periscope,['Comedy'],"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.","Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games â¦ and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!"
tt0113756,Man of the Year,['Comedy'],He as a centerfold who revealed everything ... but the truth.,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?"
tt0118055,Up Close & Personal,"['Drama', 'Romance']","Every Day we Have, is One More Than We Deserve.","Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tallyâs career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart..."
tt0115685,The Birdcage,['Comedy'],Come as you are.,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancÃ©'s right-wing moralistic parents.
tt0112585,The Brothers McMullen,"['Comedy', 'Drama', 'Romance']",Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values â love, sex, marriage, religion and family â in the 1990s. Directed, written, produced by and starring Edward Burns."
tt0112442,Bad Boys,"['Action', 'Comedy', 'Crime', 'Thriller']",Whatcha gonna do?,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other."
tt0112342,The Amazing Panda Adventure,"['Action', 'Adventure', 'Drama', 'Family']","In the sweeping highlands of China, a boy begins a magical journey to save the life of a natural wonder.","Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers."
tt0112461,The Basketball Diaries,"['Drama', 'Crime']",The true story of the death of innocence and the birth of an artist.,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.
tt0109093,Amateur,"['Crime', 'Comedy', 'Drama', 'Thriller']","Accountancy, Murder, Amnesia, Torture, Ecstasy, Understanding, Redemption","A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography."
tt0112384,Apollo 13,['Drama'],"Houston, we have a problem.","The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy."
tt0114287,Rob Roy,['Adventure'],Honor made him a man. Courage made him a hero. History made him a legend.,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour."
tt0112288,The Addiction,"['Drama', 'Horror']",The dark is their sunlight. What makes them different is what keeps them alive.,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.
